"","AID","Species","Image","TL","TL.05.00..Width","TL.10.00..Width","TL.15.00..Width","TL.20.00..Width","TL.25.00..Width","TL.30.00..Width","TL.35.00..Width","TL.40.00..Width","TL.45.00..Width","TL.50.00..Width","TL.55.00..Width","TL.60.00..Width","TL.65.00..Width","TL.70.00..Width","TL.75.00..Width","TL.80.00..Width","TL.85.00..Width","TL.90.00..Width","TL.95.00..Width","Reproductive_Class","HTRange","SHrange","SW","BaroAlt","Launch_Ht","LaserAlt","Altitude","Focal_Length","Iw","Sw","alt_diff","perDif","date_source"
"67","BB180304_L_F1-02","AMW","180304_L_F1_DSC09027.JPG",8.24,0.51,0.71,0.96,1.35,1.4,1.38,1.43,1.5,1.41,1.39,1.28,1.17,1.06,0.94,0.76,0.45,0.28,0.26,1.53,"unknown","20%-85%","30%-40%","35%",72.35,1.995,NA,74.345,50,6000,23.5,NA,NA,"new"
"68","BB180304_L_F1-02","AMW","180304_L_F1_DSC09028.JPG",8.22,0.44,0.69,0.95,1.27,1.32,1.37,1.38,1.43,1.46,1.42,1.3,1.16,1.06,0.9,0.59,0.51,0.35,0.22,1.31,"unknown","20%-85%","30%-40%","35%",72.35,1.995,NA,74.345,50,6000,23.5,NA,NA,"new"
"69","BB180304_L_F1-02","AMW","180304_L_F1_DSC09038.JPG",8.08,0.51,0.8,1.06,1.26,1.37,1.49,1.5,1.58,1.53,1.51,1.33,1.18,1.01,0.85,0.66,0.48,0.31,0.32,1.48,"unknown","20%-85%","30%-40%","35%",75.5,1.995,NA,77.495,50,6000,23.5,NA,NA,"new"
"70","BB180304_L_F1-03","AMW","180304_L_F1_DSC09094.JPG",9.06,0.59,0.86,1.02,1.29,1.39,1.45,1.49,1.55,1.52,1.47,1.32,1.22,1.03,0.85,0.68,0.52,0.32,0.37,1.22,"unknown","20%-85%","30%-40%","35%",78.15,1.995,76.99,76.99,50,6000,23.5,NA,4.097934797,"new"
"71","BB180304_L_F1-03","AMW","180304_L_F1_DSC09095.JPG",8.99,0.62,0.88,1.06,1.31,1.39,1.49,1.54,1.55,1.52,1.48,1.39,1.18,0.97,0.84,0.63,0.5,0.36,0.27,1.19,"unknown","20%-85%","30%-40%","35%",78.15,1.995,76.99,76.99,50,6000,23.5,NA,4.097934797,"new"
"72","BB180304_L_F1-03","AMW","180304_L_F1_DSC09096.JPG",8.97,0.63,0.9,1.05,1.35,1.44,1.5,1.54,1.55,1.51,1.49,1.36,1.13,0.95,0.8,0.62,0.46,0.32,0.29,1.54,"unknown","20%-85%","30%-40%","35%",77.85,1.995,77.04,77.04,50,6000,23.5,NA,3.640965732,"new"
"73","BB180304_L_F1-04-45","AMW","180304_L_F1_DSC09039.JPG",8.48,0.65,0.89,1.11,1.32,1.41,1.48,1.44,1.41,1.44,1.37,1.2,1.06,0.9,0.77,0.56,0.45,0.35,0.25,1.3,"unknown","20%-85%","30%-40%","35%",75.5,1.995,NA,77.495,50,6000,23.5,NA,NA,"new"
"74","BB180304_L_F1-04-45","AMW","180304_L_F1_DSC09040.JPG",8.41,0.64,0.87,1.08,1.3,1.41,1.43,1.48,1.41,1.37,1.32,1.21,1.05,0.88,0.75,0.6,0.45,0.32,0.24,1.15,"unknown","20%-85%","30%-40%","35%",75.5,1.995,NA,77.495,50,6000,23.5,NA,NA,"new"
"75","BB180304_L_F1-04-45","AMW","180304_L_F1_DSC09069.JPG",8.7,0.59,0.84,1.02,1.23,1.29,1.33,1.43,1.42,1.4,1.34,1.21,1.1,0.94,0.72,0.58,0.43,0.29,0.26,1.24,"unknown","20%-85%","30%-40%","35%",75.5,1.995,NA,77.495,50,6000,23.5,NA,NA,"new"
"76","BB180304_L_F1-04-45","AMW","180304_L_F1_DSC09072.JPG",8.71,0.57,0.83,1.01,1.24,1.34,1.42,1.45,1.45,1.4,1.32,1.22,1.08,0.96,0.8,0.62,0.42,0.29,0.25,1.32,"unknown","20%-85%","30%-40%","35%",75.5,1.995,NA,77.495,50,6000,23.5,NA,NA,"new"
"77","BB180304_L_F3-05","AMW","180304_L_F3_DSC09233.JPG",8.67,0.57,0.86,1.04,1.24,1.27,1.38,1.41,1.47,1.4,1.31,1.27,1.13,0.96,0.88,0.64,0.48,0.37,0.25,1.01,"unknown","20%-85%","30%-40%","35%",45.65,1.995,47.4,47.4,50,6000,23.5,NA,0.516877637,"new"
"78","BB180304_L_F3-05","AMW","180304_L_F3_DSC09250.JPG",8.75,0.53,0.85,1.06,1.2,1.25,1.31,1.44,1.45,1.45,1.38,1.3,1.15,1.01,0.86,0.68,0.5,0.34,0.25,0.46,"unknown","20%-85%","30%-40%","35%",46.2,1.995,47.35,47.35,50,6000,23.5,NA,1.784582893,"new"
"79","BB180304_L_F3-06","AMW","180304_L_F3_DSC09184.JPG",9,0.56,0.9,1.11,1.35,1.43,1.49,1.61,1.66,1.64,1.63,1.56,1.37,1.23,1.01,0.79,0.48,0.34,0.2,0.85,"unknown","20%-85%","30%-40%","35%",45.1,1.995,46.64,46.64,50,6000,23.5,NA,0.975557461,"new"
"80","BB180304_L_F3-06","AMW","180304_L_F3_DSC09193.JPG",8.93,0.53,0.83,1.04,1.29,1.44,1.54,1.61,1.69,1.72,1.67,1.5,1.38,1.23,1.04,0.7,0.53,0.36,0.22,1.04,"unknown","20%-85%","30%-40%","35%",45.75,1.995,46.98,46.98,50,6000,23.5,NA,1.62835249,"new"
"81","BB180304_L_F3-07","AMW","180304_L_F3_DSC09174.JPG",7.97,0.54,0.77,0.95,1.15,1.2,1.33,1.41,1.44,1.47,1.33,1.25,1.17,1.01,0.89,0.73,0.56,0.37,0.25,0.83,"unknown","20%-85%","30%-40%","35%",44.8,1.995,45.18,45.18,50,6000,23.5,NA,3.574590527,"new"
"82","BB180304_L_F3-07","AMW","180304_L_F3_DSC09175.JPG",8.33,0.59,0.85,1.04,1.18,1.28,1.37,1.42,1.42,1.4,1.34,1.3,1.16,1.06,0.85,0.69,0.5,0.32,0.29,1.01,"unknown","20%-85%","30%-40%","35%",44.75,1.995,45.79,45.79,50,6000,23.5,NA,2.085608211,"new"
"83","BB180304_L_F3-08","AMW","180304_L_F3_DSC09223.JPG",7.32,0.49,0.7,0.88,1.02,1.07,1.15,1.24,1.29,1.25,1.18,1.14,0.99,0.87,0.74,0.57,0.43,0.31,0.32,1.1,"unknown","20%-85%","30%-40%","35%",45.95,1.995,47.98,47.98,50,6000,23.5,NA,0.072947061,"new"
"84","BB180304_L_F3-09","AMW","180304_L_F3_DSC09257.JPG",9.18,0.59,0.85,1.06,1.23,1.37,1.48,1.57,1.62,1.63,1.56,1.5,1.36,1.12,0.9,0.63,0.52,0.34,0.22,1.39,"unknown","20%-85%","30%-40%","35%",47.05,1.995,NA,49.045,50,6000,23.5,NA,NA,"new"
"85","BB180304_L_F3-09","AMW","180304_L_F3_DSC09258.JPG",9.18,0.56,0.82,0.99,1.31,1.32,1.44,1.57,1.69,1.65,1.64,1.6,1.36,1.24,0.92,0.63,0.46,0.3,0.28,1.47,"unknown","20%-85%","30%-40%","35%",47.05,1.995,NA,49.045,50,6000,23.5,NA,NA,"new"
"86","BB180304_L_F3-10","AMW","180304_L_F3_DSC09242.JPG",8.95,0.58,0.85,1.1,1.3,1.42,1.54,1.69,1.73,1.75,1.62,1.56,1.47,1.29,1.06,0.78,0.57,0.37,0.26,0.85,"unknown","20%-85%","30%-40%","35%",46.45,1.995,48.05,48.05,50,6000,23.5,NA,0.822060354,"new"
"87","BB180304_L_F4-11","AMW","180304_L_F4_DSC09329.JPG",8.84,0.63,0.89,1.09,1.4,1.42,1.46,1.53,1.54,1.48,1.41,1.3,1.18,1.03,0.83,0.63,0.43,0.29,0.22,1.22,"unknown","20%-85%","30%-40%","35%",40.2,1.995,NA,42.195,50,6000,23.5,NA,NA,"new"
"88","BB180304_L_F4-11","AMW","180304_L_F4_DSC09330.JPG",8.76,0.62,0.88,1.08,1.38,1.39,1.45,1.52,1.53,1.46,1.4,1.29,1.16,0.99,0.78,0.63,0.44,0.28,0.21,1.22,"unknown","20%-85%","30%-40%","35%",39.9,1.995,NA,41.895,50,6000,23.5,NA,NA,"new"
"89","BB180304_L_F4-11","AMW","180304_L_F4_DSC09331.JPG",8.68,0.64,0.9,1.1,1.39,1.42,1.46,1.53,1.52,1.43,1.39,1.29,1.15,0.98,0.79,0.62,0.43,0.3,0.25,1.25,"unknown","20%-85%","30%-40%","35%",39.9,1.995,NA,41.895,50,6000,23.5,NA,NA,"new"
"90","BB180304_L_F4-12","AMW","180304_L_F4_DSC09289.JPG",8.89,0.6,0.84,0.96,1.27,1.33,1.4,1.42,1.41,1.37,1.26,1.17,1.03,0.91,0.81,0.73,0.51,0.35,0.25,1.46,"unknown","20%-85%","30%-40%","35%",33.25,1.995,35.74,35.74,50,6000,23.5,NA,1.385002798,"new"
"91","BB180304_L_F4-12","AMW","180304_L_F4_DSC09290.JPG",8.9,0.55,0.79,1.01,1.27,1.34,1.41,1.44,1.4,1.37,1.27,1.15,1.02,0.93,0.9,0.74,0.57,0.39,0.3,1.5,"unknown","20%-85%","30%-40%","35%",33.25,1.995,35.74,35.74,50,6000,23.5,NA,1.385002798,"new"
"92","BB180304_L_F4-13","AMW","180304_L_F4_DSC09331.JPG",8.39,0.53,0.77,0.96,1.24,1.32,1.39,1.49,1.53,1.51,1.48,1.4,1.3,1.12,0.93,0.78,0.61,0.42,0.26,0.44,"unknown","20%-85%","30%-40%","35%",39.9,1.995,NA,41.895,50,6000,23.5,NA,NA,"new"
"93","BB180307_L_F7-01","AMW","180307_L_F7_DSC00423.JPG",6.89,0.45,0.64,0.81,0.98,1.05,1.09,1.13,1.17,1.17,1.14,1.05,0.93,0.78,0.63,0.51,0.38,0.26,0.27,0.85,"unknown","20%-85%","30%-40%","35%",80.6,2.385,NA,82.985,50,6000,23.5,NA,NA,"new"
"94","BB180307_L_F7-01","AMW","180307_L_F7_DSC00425.JPG",6.72,0.47,0.63,0.81,0.95,1.06,1.1,1.14,1.16,1.18,1.14,1.06,0.94,0.81,0.65,0.53,0.35,0.23,0.2,0.8,"unknown","20%-85%","30%-40%","35%",80.6,2.385,NA,82.985,50,6000,23.5,NA,NA,"new"
"95","BB180307_L_F7-01","AMW","180307_L_F7_DSC00429.JPG",6.61,0.41,0.63,0.8,0.96,1.03,1.05,1.1,1.15,1.16,1.15,1.12,0.98,0.87,0.72,0.57,0.42,0.34,0.24,0.61,"unknown","20%-85%","30%-40%","35%",80.15,2.385,NA,82.535,50,6000,23.5,NA,NA,"new"
"96","BB180307_L_F7-01","AMW","180307_L_F7_DSC00437.JPG",6.69,0.47,0.67,0.83,0.99,1.06,1.18,1.13,1.18,1.15,1.14,1.1,1,0.85,0.72,0.58,0.41,0.28,0.21,0.5,"unknown","20%-85%","30%-40%","35%",80.3,2.385,NA,82.685,50,6000,23.5,NA,NA,"new"
"97","BB190224_A_F3-01-52","AMW","190224_A_F3_DSC04018.JPG",4.54,0.32,0.46,0.6,0.72,0.75,0.78,0.77,0.79,0.79,0.77,0.72,0.63,0.56,0.46,0.39,0.24,0.18,0.14,0.73,"unknown","20%-85%","30%-40%","35%",37.75,1.807,NA,39.557,35,6000,23.5,NA,NA,"new"
"98","BB190224_A_F3-01-52","AMW","190224_A_F3_DSC04019.JPG",4.53,0.31,0.47,0.57,0.75,0.74,0.75,0.75,0.79,0.79,0.78,0.75,0.65,0.57,0.47,0.38,0.25,0.14,0.17,0.67,"unknown","20%-85%","30%-40%","35%",37.75,1.807,NA,39.557,35,6000,23.5,NA,NA,"new"
"99","BB190224_A_F3-02-48","AMW","190224_A_F3_DSC04020.JPG",5.77,0.35,0.52,0.68,0.81,0.91,0.96,1.03,1.06,1.04,0.99,0.91,0.77,0.7,0.57,0.42,0.25,0.19,0.16,0.81,"unknown","20%-85%","30%-40%","35%",38.2,1.807,NA,40.007,35,6000,23.5,NA,NA,"new"
"100","BB190224_A_F3-02-48","AMW","190224_A_F3_DSC04021.JPG",5.75,0.37,0.53,0.7,0.82,0.92,0.96,1.03,1.03,1.03,0.99,0.9,0.78,0.67,0.57,0.44,0.28,0.21,0.22,0.81,"unknown","20%-85%","30%-40%","35%",38.2,1.807,NA,40.007,35,6000,23.5,NA,NA,"new"
"101","BB190224_A_F3-02-48","AMW","190224_A_F3_DSC04022.JPG",5.75,0.4,0.55,0.69,0.79,0.93,1.01,1.07,1.07,1.06,0.98,0.92,0.81,0.69,0.59,0.45,0.33,0.21,0.17,0.8,"unknown","20%-85%","30%-40%","35%",38.2,1.807,NA,40.007,35,6000,23.5,NA,NA,"new"
"102","BB190225_A_F3-01-54","AMW","190225_A_F3_DSC04641.JPG",7.99,0.54,0.77,0.9,1.14,1.13,1.21,1.2,1.22,1.16,1.11,1.02,0.92,0.81,0.69,0.55,0.38,0.25,0.2,0.87,"unknown","20%-85%","30%-40%","35%",NA,1.807,35.68,35.68,35,6000,23.5,NA,20.92769058,"new"
"103","BB190225_A_F3-01-54","AMW","190225_A_F3_DSC04642.JPG",7.97,0.54,0.77,0.92,1.15,1.14,1.22,1.21,1.23,1.16,1.11,1.02,0.92,0.81,0.7,0.54,0.37,0.27,0.2,0.94,"unknown","20%-85%","30%-40%","35%",NA,1.807,35.68,35.68,35,6000,23.5,NA,20.92769058,"new"
"104","BB190225_A_F3-01-54","AMW","190225_A_F3_DSC04643.JPG",7.97,0.54,0.79,0.89,1.14,1.13,1.19,1.2,1.21,1.15,1.09,1.01,0.9,0.8,0.69,0.54,0.36,0.25,0.2,1.04,"unknown","20%-85%","30%-40%","35%",NA,1.807,35.68,35.68,35,6000,23.5,NA,22.02073991,"new"
"105","BB190225_A_F3-01-54","AMW","190225_A_F3_DSC04644.JPG",7.91,0.57,0.79,0.91,1.15,1.14,1.22,1.2,1.2,1.16,1.1,1,0.91,0.8,0.69,0.53,0.38,0.25,0.2,0.96,"unknown","20%-85%","30%-40%","35%",NA,1.807,35.68,35.68,35,6000,23.5,NA,22.02073991,"new"
"106","BB190225_A_F3-02-55","AMW","190225_A_F3_DSC04649.JPG",8.68,0.56,0.78,1.03,1.2,1.3,1.3,1.35,1.32,1.31,1.22,1.16,1.04,0.86,0.72,0.59,0.43,0.3,0.21,0.72,"unknown","20%-85%","30%-40%","35%",NA,1.807,35.335,35.335,35,6000,23.5,NA,23.18381208,"new"
"107","BB190225_A_F3-02-55","AMW","190225_A_F3_DSC04658.JPG",8.84,0.55,0.79,0.98,1.26,1.27,1.3,1.39,1.39,1.36,1.26,1.19,1.11,0.97,0.82,0.59,0.4,0.31,0.2,0.42,"unknown","20%-85%","30%-40%","35%",NA,1.807,34.83,34.83,35,6000,23.5,NA,24.45305771,"new"
"108","BB190225_A_F3-02-55","AMW","190225_A_F3_DSC04660.JPG",8.86,0.58,0.79,0.99,1.21,1.28,1.33,1.39,1.36,1.31,1.28,1.17,1.04,0.91,0.75,0.56,0.46,0.29,0.23,0.69,"unknown","20%-85%","30%-40%","35%",NA,1.807,34.53,34.53,35,6000,23.5,NA,23.30437301,"new"
"109","BB190226_A_F1-01","AMW","190226_A_F1_DSC05021.JPG",9.46,0.69,0.97,1.18,1.4,1.45,1.51,1.56,1.58,1.54,1.46,1.35,1.19,1.01,0.81,0.62,0.4,0.28,0.28,1.59,"unknown","20%-85%","30%-40%","35%",29.79,1.807,NA,31.597,35,6000,23.5,NA,NA,"new"
"110","BB190226_A_F1-01","AMW","190226_A_F1_DSC05025.JPG",9.39,0.68,0.93,1.15,1.41,1.44,1.53,1.55,1.58,1.56,1.47,1.35,1.19,1.02,0.84,0.64,0.42,0.29,0.24,1.48,"unknown","20%-85%","30%-40%","35%",28.66,1.807,NA,30.467,35,6000,23.5,NA,NA,"new"
"111","BB190226_A_F2-02-56&18","AMW","190226_A_F2_DSC05065.JPG",6.54,0.45,0.62,0.76,0.95,0.99,1.04,1.06,1.08,1.04,1.03,0.95,0.84,0.72,0.59,0.44,0.3,0.22,0.2,0.85,"unknown","20%-85%","30%-40%","35%",NA,1.807,43.59,43.59,35,6000,23.5,NA,24.17297545,"new"
"112","BB190226_A_F2-02-56&18","AMW","190301_A_F1_DSC06471.JPG",6.52,0.43,0.62,0.75,0.95,0.97,1.07,1.05,1.06,1.07,1.03,0.96,0.84,0.72,0.61,0.46,0.34,0.27,0.17,0.71,"unknown","20%-85%","30%-40%","35%",NA,1.807,32.64,32.64,35,6000,23.5,NA,15.30943627,"new"
"113","BB190226_A_F3-03-53&18","AMW","190226_A_F3_DSC05403.JPG",6.71,0.41,0.63,0.72,0.89,0.98,1.01,1.06,1.11,1.1,1.08,1,0.94,0.84,0.7,0.54,0.38,0.23,0.15,0.84,"unknown","20%-85%","30%-40%","35%",NA,1.807,18.94,18.94,35,6000,23.5,NA,32.2967265,"new"
"114","BB190226_A_F3-03-53&18","AMW","190226_A_F3_DSC05443.JPG",6.63,0.41,0.6,0.73,0.93,1,1.04,1.09,1.15,1.14,1.09,1.02,0.93,0.83,0.7,0.52,0.37,0.23,0.17,0.83,"unknown","20%-85%","30%-40%","35%",NA,1.807,21.82,21.82,35,6000,23.5,NA,32.25022915,"new"
"115","BB190226_A_F3-03-53&18","AMW","190226_A_F3_DSC05448.JPG",6.33,0.44,0.66,0.74,0.93,0.93,1.02,1.08,1.14,1.11,1.1,1.04,0.93,0.79,0.67,0.52,0.38,0.24,0.18,0.81,"unknown","20%-85%","30%-40%","35%",NA,1.807,21.82,21.82,35,6000,23.5,NA,32.52520623,"new"
"116","BB190228_A_F3-01","AMW","190228_A_F3_DSC05852.JPG",5.97,0.36,0.55,0.7,0.94,0.96,0.98,1.02,1.04,1.07,1.02,0.98,0.89,0.82,0.56,0.46,0.34,0.25,0.23,0.74,"unknown","20%-85%","30%-40%","35%",32.25,1.807,31.91,31.91,35,6000,23.5,NA,6.728298339,"new"
"117","BB190228_A_F3-02-18","AMW","190228_A_F3_DSC05895.JPG",5.92,0.33,0.5,0.75,0.91,0.95,1.08,1.08,1.09,1.11,1.05,0.97,0.89,0.78,0.64,0.49,0.35,0.21,0.18,0.85,"unknown","20%-85%","30%-40%","35%",21.13,1.807,21.565,21.565,35,6000,23.5,NA,6.362160909,"new"
"118","BB190228_A_F3-02-18","AMW","190228_A_F3_DSC05897.JPG",6.02,0.43,0.58,0.7,0.82,0.94,0.98,0.99,1.05,1.08,1.04,0.98,0.89,0.78,0.66,0.53,0.34,0.21,0.19,0.93,"unknown","20%-85%","30%-40%","35%",21.13,1.807,21.565,21.565,35,6000,23.5,NA,6.362160909,"new"
"119","BB190228_A_F5-03-52&53","AMW","190228_A_F5_DSC06104.JPG",8.65,0.53,0.79,0.98,1.24,1.29,1.33,1.36,1.4,1.37,1.3,1.22,1.02,0.88,0.73,0.56,0.41,0.27,0.21,0.97,"unknown","20%-85%","30%-40%","35%",37.22,1.807,38.63,38.63,35,6000,23.5,NA,1.02769868,"new"
"120","BB190228_A_F5-03-52&53","AMW","190228_A_F5_DSC06117.JPG",8.61,0.52,0.77,0.94,1.26,1.3,1.38,1.39,1.38,1.35,1.27,1.16,1.03,0.88,0.73,0.58,0.4,0.27,0.2,1,"unknown","20%-85%","30%-40%","35%",37.56,1.807,38.93,38.93,35,6000,23.5,NA,1.122527614,"new"
"121","BB190228_A_F5-03-52&53","AMW","190228_A_F9_DSC06334.JPG",8.57,0.5,0.77,0.94,1.22,1.3,1.39,1.39,1.4,1.4,1.3,1.18,1.06,0.9,0.74,0.59,0.41,0.28,0.21,0.9,"unknown","20%-85%","30%-40%","35%",28.85,1.807,28.47,28.47,35,6000,23.5,NA,7.681770285,"new"
"122","BB190228_A_F5-03-52&53","AMW","190302_A_F4_DSC07198.JPG",8.06,0.5,0.74,0.91,1.22,1.24,1.33,1.41,1.43,1.34,1.25,1.16,1.05,0.92,0.78,0.62,0.4,0.29,0.23,1.03,"unknown","20%-85%","30%-40%","35%",NA,1.807,28.78,28.78,35,6000,23.5,NA,14.61779013,"new"
"123","BB190228_A_F5-04","AMW","190306_A_F6_DSC09442.JPG",9.44,0.62,0.89,1.1,1.33,1.44,1.52,1.53,1.6,1.56,1.49,1.37,1.23,1.06,0.88,0.7,0.5,0.33,0.26,1.27,"unknown","20%-85%","30%-40%","35%",NA,1.807,41.5,41.5,35,6000,23.5,NA,10.40240964,"new"
"124","BB190228_A_F5-04","AMW","190306_A_F6_DSC09449.JPG",9.36,0.69,0.96,1.12,1.39,1.45,1.52,1.54,1.59,1.52,1.46,1.36,1.22,1.06,0.87,0.68,0.49,0.33,0.24,1.28,"unknown","20%-85%","30%-40%","35%",42.85,1.807,42.07,42.07,35,6000,23.5,NA,6.149275018,"new"
"125","BB190228_A_F5-04","AMW","190306_A_F6_DSC09573.JPG",9.2,0.6,0.87,1.06,1.35,1.37,1.46,1.48,1.55,1.52,1.5,1.38,1.2,1.03,0.86,0.68,0.46,0.3,0.28,1.21,"unknown","20%-85%","30%-40%","35%",43,1.807,41.16,41.16,35,6000,23.5,NA,8.860544218,"new"
"126","BB190228_A_F5-05","AMW","190228_A_F5_DSC06145.JPG",8.03,0.47,0.71,0.95,1.15,1.22,1.28,1.32,1.37,1.33,1.32,1.22,1.09,0.93,0.78,0.6,0.42,0.26,0.2,1.16,"unknown","20%-85%","30%-40%","35%",31.06,1.807,32.295,32.295,35,6000,23.5,NA,1.771172008,"new"
"127","BB190228_A_F8-06-55&52","AMW","190228_A_F8_DSC06080.JPG",7.05,0.41,0.62,0.77,1,1.04,1.11,1.12,1.19,1.15,1.1,1.01,0.9,0.79,0.64,0.48,0.32,0.21,0.15,0.85,"unknown","20%-85%","30%-40%","35%",NA,1.807,31.33,31.33,35,6000,23.5,NA,25.71656559,"new"
"128","BB190228_A_F8-06-55&52","AMW","190228_A_F8_DSC06086.JPG",6.99,0.41,0.61,0.76,1,1.03,1.09,1.11,1.16,1.15,1.1,1,0.91,0.77,0.63,0.47,0.34,0.22,0.15,0.96,"unknown","20%-85%","30%-40%","35%",NA,1.807,31.33,31.33,35,6000,23.5,NA,22.4609001,"new"
"129","BB190228_A_F8-06-55&52","AMW","190306_A_F9_DSC00044.JPG",6.99,0.41,0.62,0.77,1.01,1.05,1.08,1.15,1.18,1.18,1.13,1.07,0.94,0.81,0.66,0.51,0.35,0.23,0.16,0.94,"unknown","20%-85%","30%-40%","35%",NA,1.807,30.31,30.31,35,6000,23.5,NA,15.16661168,"new"
"130","BB190301_A_F1-01","AMW","190306_A_F6_DSC09680.JPG",7.55,0.49,0.71,0.87,1.1,1.11,1.19,1.17,1.18,1.1,1.02,0.95,0.86,0.72,0.6,0.47,0.33,0.26,0.2,0.91,"unknown","20%-85%","30%-40%","35%",NA,1.807,40,40,35,6000,23.5,NA,11.6425,"new"
"131","BB190301_A_F1-01","AMW","190306_A_F6_DSC09686.JPG",7.34,0.48,0.71,0.86,1.07,1.15,1.23,1.22,1.21,1.15,1.08,1.01,0.89,0.79,0.66,0.53,0.37,0.28,0.23,1.01,"unknown","20%-85%","30%-40%","35%",NA,1.807,40,40,35,6000,23.5,NA,11.5175,"new"
"132","BB190301_A_F1-01","AMW","190306_A_F6_DSC09946.JPG",7.39,0.54,0.77,0.92,1.11,1.15,1.21,1.2,1.19,1.12,1.04,0.98,0.89,0.75,0.62,0.47,0.36,0.26,0.26,1.09,"unknown","20%-85%","30%-40%","35%",NA,1.807,41.64,41.64,35,6000,23.5,NA,10.34341979,"new"
"133","BB190302_A_F2-01","AMW","190302_A_F2_DSC07001.JPG",7.66,0.55,0.76,0.94,1.15,1.16,1.2,1.29,1.28,1.21,1.17,1.07,0.95,0.81,0.66,0.52,0.33,0.23,0.18,0.91,"unknown","20%-85%","30%-40%","35%",31.41,1.807,34.315,34.315,35,6000,23.5,NA,3.199766866,"new"
"134","BB190302_A_F2-01","AMW","190302_A_F4_DSC07269.JPG",7.73,0.45,0.65,0.81,1.06,1.06,1.13,1.21,1.25,1.2,1.13,1.04,0.94,0.82,0.67,0.52,0.37,0.23,0.17,0.85,"unknown","20%-85%","30%-40%","35%",NA,1.807,28.19,28.19,35,6000,23.5,NA,18.47108904,"new"
"135","BB190302_A_F2-01","AMW","190302_A_F4_DSC07272.JPG",7.55,0.48,0.69,0.87,1.09,1.11,1.18,1.24,1.26,1.2,1.13,1.05,0.95,0.82,0.66,0.51,0.35,0.23,0.16,0.86,"unknown","20%-85%","30%-40%","35%",NA,1.807,28.4,28.4,35,6000,23.5,NA,18.0528169,"new"
"136","BB190302_A_F2-02-48","AMW","190302_A_F2_DSC07077.JPG",8.62,0.5,0.75,0.92,1.19,1.25,1.32,1.37,1.39,1.37,1.36,1.3,1.17,0.98,0.79,0.64,0.43,0.25,0.18,1.19,"unknown","20%-85%","30%-40%","35%",NA,1.807,28.99,28.99,35,6000,23.5,NA,10.13107968,"new"
"137","BB190302_A_F4-03-52","AMW","190302_A_F4_DSC07194.JPG",8.09,0.6,0.81,1.03,1.23,1.3,1.37,1.37,1.34,1.27,1.2,1.13,1.01,0.86,0.72,0.54,0.37,0.24,0.2,1.18,"unknown","20%-85%","30%-40%","35%",NA,1.807,29.575,29.575,35,6000,23.5,NA,12.95688926,"new"
"138","BB190305_A_F3-01","AMW","190305_A_F3_DSC08715.JPG",5.05,0.31,0.47,0.57,0.71,0.74,0.77,0.79,0.8,0.79,0.77,0.73,0.68,0.6,0.5,0.39,0.3,0.2,0.15,0.4,"unknown","20%-85%","30%-40%","35%",NA,1.807,17.92,17.92,35,6000,23.5,NA,23.14174107,"new"
"139","BB190305_A_F3-01","AMW","190306_A_F3_DSC09169.JPG",5.26,0.33,0.47,0.58,0.73,0.77,0.79,0.8,0.83,0.81,0.78,0.75,0.68,0.59,0.5,0.38,0.28,0.18,0.16,0.79,"unknown","20%-85%","30%-40%","35%",37.27,1.807,37.81,37.81,35,6000,23.5,NA,3.350965353,"new"
"140","BB190305_A_F3-01","AMW","190306_A_F3_DSC09219.JPG",4.97,0.33,0.46,0.57,0.67,0.75,0.78,0.8,0.79,0.8,0.77,0.75,0.71,0.64,0.54,0.45,0.33,0.21,0.13,0.79,"unknown","20%-85%","30%-40%","35%",24.97,1.807,27.42,27.42,35,6000,23.5,NA,2.345003647,"new"
"141","BB190306_A_F6-01","AMW","190306_A_F6_DSC09724.JPG",8.03,0.51,0.73,0.91,1.15,1.21,1.28,1.34,1.35,1.3,1.23,1.16,1.08,0.95,0.77,0.59,0.42,0.29,0.22,0.74,"unknown","20%-85%","30%-40%","35%",NA,1.807,40,40,35,6000,23.5,NA,12.8425,"new"
"142","BB190306_A_F6-01","AMW","190306_A_F6_DSC09810.JPG",7.82,0.54,0.77,0.94,1.18,1.22,1.28,1.31,1.34,1.3,1.24,1.15,1.03,0.9,0.73,0.55,0.39,0.25,0.21,1.12,"unknown","20%-85%","30%-40%","35%",NA,1.807,40.15,40.15,35,6000,23.5,NA,13.96513076,"new"
"143","BB190306_A_F6-02","AMW","190306_A_F6_DSC09429.JPG",6.81,0.46,0.65,0.82,1.04,1.11,1.16,1.17,1.2,1.17,1.12,1.06,0.96,0.8,0.66,0.5,0.32,0.21,0.18,0.94,"unknown","20%-85%","30%-40%","35%",43.14,1.807,41.76,41.76,35,6000,23.5,NA,7.631704981,"new"
"144","BB190306_A_F6-02","AMW","190306_A_F6_DSC09430.JPG",6.79,0.42,0.65,0.84,1.05,1.09,1.16,1.17,1.19,1.17,1.13,1.07,0.95,0.81,0.65,0.49,0.3,0.23,0.17,0.89,"unknown","20%-85%","30%-40%","35%",43.14,1.807,41.76,41.76,35,6000,23.5,NA,7.631704981,"new"
